Timestamp,I_CapGrabberDown,I_CapGrabberUp,I_CapOnConveyor,I_LinAxisDown,I_LinAxisUp
1529500285210,0,1,0,1,0
1529500285310,0,1,0,1,0
1529500285410,0,1,0,1,0
1529500285511,0,1,0,1,0
1529500285611,0,1,0,1,0
1529500285711,0,1,0,1,0
1529500285811,0,1,0,1,0
1529500285911,0,1,0,1,0
1529500286012,0,1,0,1,0
1529500286112,0,1,0,1,0
1529500286212,0,1,0,1,0
1529500286312,0,1,0,1,0
1529500286412,0,1,0,1,0
1529500286513,0,1,0,1,0
1529500286613,0,1,0,1,0
1529500286713,0,1,0,1,0
1529500286813,0,1,0,1,0
1529500286913,0,1,0,1,0
1529500287014,0,1,0,1,0
1529500287114,0,1,0,1,0
1529500287214,0,1,0,1,0
1529500287314,0,1,0,1,0
1529500287414,0,1,0,1,0
1529500287514,0,1,0,1,0
1529500287615,0,1,0,1,0
1529500287715,0,1,0,1,0
1529500287815,0,1,0,1,0
1529500287915,0,1,0,1,0
1529500288015,0,1,0,1,0
1529500288116,0,1,0,1,0
1529500288216,0,1,0,1,0
1529500288316,0,1,0,1,0
1529500288416,0,1,0,1,0
1529500288516,0,1,0,1,0
1529500288616,0,1,0,1,0
1529500288717,0,1,0,1,0
1529500288817,0,1,0,1,0
1529500288917,0,1,0,1,0
1529500289017,0,1,0,1,0
1529500289117,0,1,0,1,0
1529500289218,0,1,0,1,0
1529500289318,0,1,0,1,0
1529500289418,0,1,0,1,0
1529500289518,0,1,0,1,0
1529500289618,0,1,0,1,0
1529500289718,0,1,0,1,0
1529500289819,0,1,0,1,0
1529500289919,0,1,0,1,0
1529500290019,0,1,0,1,0
1529500290119,0,1,0,1,0
1529500290219,0,1,0,1,0
1529500290320,0,1,0,1,0
1529500290420,0,1,0,1,0
1529500290520,0,1,0,1,0
1529500290620,0,1,0,1,0
1529500290720,0,1,0,1,0
1529500290820,0,1,0,1,0
1529500290921,0,1,0,1,0
1529500291021,0,1,0,1,0
1529500291121,0,1,0,1,0
1529500291221,0,1,0,1,0
1529500291321,0,1,0,1,0
1529500291422,0,1,0,1,0
1529500291522,0,1,0,1,0
1529500291622,0,1,0,1,0
1529500291722,0,1,0,1,0
1529500291822,0,1,0,1,0
1529500291922,0,1,0,1,0
1529500292023,0,1,0,1,0
1529500292123,0,1,0,1,0
1529500292223,0,1,0,1,0
1529500292323,0,1,0,1,0
1529500292423,0,1,0,1,0
1529500292524,0,1,0,1,0
1529500292624,0,1,0,1,0
1529500292724,0,1,0,1,0
1529500292824,0,1,0,1,0
1529500292924,0,1,0,1,0
1529500293025,0,1,0,1,0
1529500293125,0,1,0,1,0
1529500293225,0,1,0,1,0
1529500293325,0,1,0,1,0
1529500293425,0,1,0,1,0
1529500293525,0,1,0,1,0
1529500293626,0,1,0,1,0
1529500293726,0,1,0,1,0
1529500293826,0,1,0,1,0
1529500293926,0,1,0,1,0
1529500294026,0,1,0,1,0
1529500294127,0,1,0,1,0
1529500294227,0,1,0,1,0
1529500294327,0,1,0,1,0
1529500294427,0,1,0,1,0
1529500294527,0,1,0,1,0
1529500294628,0,1,0,1,0
1529500294728,0,1,0,1,0
1529500294828,0,1,0,1,0
1529500294928,0,1,0,1,0
1529500295028,0,1,0,1,0
1529500295128,0,1,0,1,0
1529500295229,0,1,0,1,0
1529500295329,0,1,0,1,0
1529500295429,0,1,0,1,0
1529500295529,0,1,0,1,0
1529500295629,0,1,0,1,0
1529500295730,0,1,0,1,0
1529500295830,0,1,0,1,0
1529500295930,0,1,0,1,0
1529500296030,0,1,0,1,0
1529500296130,0,1,0,1,0
1529500296230,0,1,0,1,0
1529500296331,0,1,0,1,0
1529500296431,0,1,0,1,0
1529500296531,0,1,0,1,0
1529500296631,0,1,0,1,0
1529500296731,0,1,0,1,0
1529500296832,0,1,0,1,0
1529500296932,0,1,0,1,0
1529500297032,0,1,0,1,0
1529500297132,0,1,0,1,0
1529500297232,0,1,0,1,0
1529500297332,0,1,0,1,0
1529500297433,0,1,0,1,0
1529500297533,0,1,0,1,0
1529500297633,0,1,0,1,0
1529500297733,0,1,0,1,0
1529500297833,0,1,0,1,0
1529500297934,0,1,0,1,0
1529500298035,0,1,0,1,0
1529500298135,0,1,0,1,0
1529500298235,0,1,0,1,0
1529500298337,0,1,0,1,0
1529500298438,0,1,0,1,0
1529500298538,0,1,0,1,0
1529500298638,0,1,0,1,0
1529500298738,0,1,0,1,0
1529500298838,0,1,0,1,0
1529500298938,0,1,0,1,0
1529500299039,0,1,0,1,0
1529500299139,0,1,0,1,0
1529500299239,0,1,0,1,0
1529500299339,0,1,0,1,0
1529500299439,0,1,0,1,0
1529500299540,0,1,0,1,0
1529500299640,0,1,0,1,0
1529500299740,0,1,0,1,0
1529500299840,0,1,0,1,0
1529500299940,0,1,0,1,0
1529500300041,0,1,0,1,0
1529500300141,0,1,0,1,0
1529500300241,0,1,0,1,0
1529500300341,0,1,0,1,0
1529500300441,0,1,0,1,0
1529500300542,0,1,0,1,0
1529500300642,0,1,0,1,0
1529500300742,0,1,0,1,0
1529500300842,0,1,0,1,0
1529500300942,0,1,0,1,0
1529500301042,0,1,0,1,0
1529500301143,0,1,0,1,0
1529500301243,0,1,0,1,0
1529500301343,0,1,0,1,0
1529500301443,0,1,0,1,0
1529500301543,0,1,0,1,0
1529500301644,0,1,0,1,0
1529500301744,0,1,0,1,0
1529500301844,0,1,0,1,0
1529500301944,0,1,0,1,0
1529500302044,0,1,0,1,0
1529500302145,0,1,0,1,0
1529500302245,0,1,0,1,0
1529500302345,0,1,0,1,0
1529500302445,0,1,0,1,0
1529500302545,0,1,0,1,0
1529500302645,0,1,0,1,0
1529500302746,0,1,0,1,0
1529500302846,0,1,0,1,0
1529500302946,0,1,0,1,0
1529500303046,0,1,0,1,0
1529500303146,0,1,0,1,0
1529500303247,0,1,0,1,0
1529500303347,0,1,0,1,0
1529500303447,0,1,0,1,0
1529500303547,0,1,0,1,0
1529500303647,0,1,0,1,0
1529500303748,0,1,0,1,0
1529500303848,0,1,0,1,0
1529500303948,0,1,0,1,0
1529500304048,0,1,0,1,0
1529500304148,0,1,0,1,0
1529500304249,0,1,0,1,0
1529500304350,0,1,0,1,0
1529500304451,0,1,0,1,0
1529500304551,0,1,0,1,0
1529500304651,0,1,0,1,0
1529500304751,0,1,0,1,0
1529500304852,0,1,0,1,0
1529500304952,0,1,0,1,0
1529500305052,0,1,0,1,0
1529500305152,0,1,0,1,0
1529500305252,0,1,0,1,0
1529500305352,0,1,0,1,0
1529500305453,0,1,0,1,0
1529500305553,0,1,0,1,0
1529500305653,0,1,0,1,0
1529500305753,0,1,0,1,0
1529500305853,0,1,0,1,0
1529500305953,0,1,0,1,0
1529500306054,0,1,0,1,0
1529500306154,0,1,0,1,0
1529500306254,0,1,0,1,0
1529500306354,0,1,0,1,0
1529500306454,0,1,0,1,0
1529500306555,0,1,0,1,0
1529500306655,0,1,0,1,0
1529500306755,0,1,0,1,0
1529500306855,0,1,0,1,0
1529500306955,0,1,0,1,0
1529500307055,0,1,0,1,0
1529500307156,0,1,0,1,0
1529500307256,0,1,0,1,0
1529500307356,0,1,0,1,0
1529500307456,0,1,0,1,0
1529500307556,0,1,0,1,0
1529500307657,0,1,0,1,0
1529500307757,0,1,0,1,0
1529500307857,0,1,0,1,0
1529500307957,0,1,0,1,0
1529500308057,0,1,0,1,0
1529500308158,0,1,0,1,0
1529500308258,0,1,0,1,0
1529500308358,0,1,0,1,0
1529500308458,0,1,0,1,0
1529500308558,0,1,0,1,0
1529500308658,0,1,0,1,0
1529500308759,0,1,0,1,0
1529500308859,0,1,0,1,0
1529500308959,0,1,0,1,0
1529500309059,0,1,0,1,0
1529500309159,0,1,0,1,0
1529500309260,0,1,0,1,0
1529500309360,0,1,0,1,0
1529500309460,0,1,0,1,0
1529500309560,0,1,0,1,0
1529500309660,0,1,0,1,0
1529500309760,0,1,0,1,0
1529500309861,0,1,0,1,0
1529500309961,0,1,0,1,0
1529500310063,0,1,0,1,0
1529500310163,0,1,0,1,0
1529500310263,0,1,0,1,0
1529500310364,0,1,0,1,0
1529500310464,0,1,0,1,0
1529500310564,0,1,0,1,0
1529500310664,0,1,0,1,0
1529500310764,0,1,0,1,0
1529500310864,0,1,0,1,0
1529500310965,0,1,0,1,0
1529500311065,0,1,0,1,0
1529500311165,0,1,0,1,0
1529500311265,0,1,0,1,0
1529500311365,0,1,0,1,0
1529500311466,0,1,0,1,0
1529500311566,0,1,0,1,0
1529500311666,0,1,0,1,0
1529500311766,0,1,0,1,0
1529500311866,0,1,0,1,0
1529500311966,0,1,0,1,0
1529500312067,0,1,0,1,0
1529500312167,0,1,0,1,0
1529500312267,0,1,0,1,0
1529500312367,0,1,0,1,0
1529500312467,0,1,0,1,0
1529500312567,0,1,0,1,0
1529500312668,0,1,0,1,0
1529500312768,0,1,0,1,0
1529500312868,0,1,0,1,0
1529500312968,0,1,0,1,0
1529500313068,0,1,0,1,0
1529500313169,0,1,0,1,0
1529500313269,0,1,0,1,0
1529500313369,0,1,0,1,0
1529500313469,0,1,0,1,0
1529500313569,0,1,0,1,0
1529500313669,0,1,0,1,0
1529500313770,0,1,0,1,0
1529500313870,0,1,0,1,0
1529500313970,0,1,0,1,0
1529500314070,0,1,0,1,0
1529500314170,0,1,0,1,0
1529500314270,0,1,0,1,0
1529500314371,0,1,0,1,0
1529500314471,0,1,0,1,0
1529500314571,0,1,0,1,0
1529500314671,0,1,0,1,0
1529500314771,0,1,0,1,0
1529500314872,0,1,0,1,0
1529500314972,0,1,0,1,0
1529500315072,0,1,0,1,0
1529500315172,0,1,0,1,0
1529500315272,0,1,0,1,0
1529500315372,0,1,0,1,0
1529500315473,0,1,0,1,0
1529500315573,0,1,0,1,0
1529500315673,0,1,0,1,0
1529500315774,0,1,0,1,0
1529500315874,0,1,0,1,0
1529500315975,0,1,0,1,0
1529500316075,0,1,0,1,0
1529500316175,0,1,0,1,0
1529500316275,0,1,0,1,0
1529500316375,0,1,0,1,0
1529500316476,0,1,0,1,0
1529500316576,0,1,0,1,0
1529500316676,0,1,0,1,0
1529500316776,0,1,0,1,0
1529500316876,0,1,0,1,0
1529500316976,0,1,0,1,0
1529500317077,0,1,0,1,0
1529500317177,0,1,0,1,0
1529500317277,0,1,0,1,0
1529500317377,0,1,0,1,0
1529500317477,0,1,0,1,0
1529500317578,0,1,0,1,0
1529500317678,0,1,0,1,0
1529500317778,0,1,0,1,0
1529500317878,0,1,0,1,0
1529500317978,0,1,0,1,0
1529500318078,0,1,0,1,0
1529500318179,0,1,0,1,0
1529500318279,0,1,0,1,0
1529500318379,0,1,0,1,0
1529500318479,0,1,0,1,0
1529500318579,0,1,0,1,0
1529500318680,0,1,0,1,0
1529500318780,0,1,0,1,0
1529500318880,0,1,0,1,0
1529500318980,0,1,0,1,0
1529500319080,0,1,0,1,0
1529500319180,0,1,0,1,0
1529500319281,0,1,0,1,0
1529500319381,0,1,0,1,0
1529500319481,0,1,0,1,0
1529500319581,0,1,0,1,0
1529500319681,0,1,0,1,0
1529500319782,0,1,0,1,0
1529500319882,0,1,0,1,0
1529500319982,0,1,0,1,0
1529500320082,0,1,0,1,0
1529500320182,0,1,0,1,0
1529500320283,0,1,0,1,0
1529500320383,0,1,0,1,0
1529500320483,0,1,0,1,0
1529500320583,0,1,0,1,0
1529500320683,0,1,0,1,0
1529500320783,0,1,0,1,0
1529500320884,0,1,0,1,0
1529500320984,0,1,0,1,0
1529500321084,0,1,0,1,0
1529500321184,0,1,0,1,0
1529500321284,0,1,0,1,0
1529500321384,0,1,0,1,0
1529500321485,0,1,0,1,0
1529500321585,0,1,0,1,0
1529500321685,0,1,0,1,0
1529500321785,0,1,0,1,0
1529500321885,0,1,0,1,0
1529500321986,0,1,0,1,0
1529500322086,0,1,0,1,0
1529500322186,0,1,0,1,0
1529500322286,0,1,0,1,0
1529500322386,0,1,0,1,0
1529500322487,0,1,0,1,0
1529500322587,0,1,0,1,0
1529500322687,0,1,0,1,0
1529500322787,0,1,0,1,0
1529500322887,0,1,0,1,0
1529500322987,0,1,0,1,0
1529500323088,0,1,0,1,0
1529500323188,0,1,0,1,0
1529500323288,0,1,0,1,0
1529500323388,0,1,0,1,0
1529500323488,0,1,0,1,0
1529500323589,0,1,0,1,0
1529500323689,0,1,0,1,0
1529500323789,0,1,0,1,0
1529500323889,0,1,0,1,0
1529500323989,0,1,0,1,0
1529500324089,0,1,0,1,0
1529500324190,0,1,0,1,0
1529500324290,0,1,0,1,0
1529500324390,0,1,0,1,0
1529500324490,0,1,0,1,0
1529500324590,0,1,0,1,0
1529500324691,0,1,0,1,0
1529500324791,0,1,0,1,0
1529500324891,0,1,0,1,0
1529500324991,0,1,0,1,0
1529500325091,0,1,0,1,0
1529500325192,0,1,0,1,0
1529500325292,0,1,0,1,0
1529500325392,0,1,0,1,0
1529500325492,0,1,0,1,0
1529500325592,0,1,0,1,0
1529500325693,0,1,0,1,0
1529500325793,0,1,0,1,0
1529500325893,0,1,0,1,0
1529500325993,0,1,0,1,0
1529500326093,0,1,0,1,0
1529500326193,0,1,0,1,0
1529500326294,0,1,0,1,0
1529500326394,0,1,0,1,0
1529500326494,0,1,0,1,0
1529500326594,0,1,0,1,0
1529500326694,0,1,0,1,0
1529500326795,0,1,0,1,0
1529500326895,0,1,0,1,0
1529500326995,0,1,0,1,0
1529500327095,0,1,0,1,0
1529500327195,0,1,0,1,0
1529500327295,0,1,0,1,0
1529500327396,0,1,0,1,0
1529500327496,0,1,0,1,0
1529500327596,0,1,0,1,0
1529500327696,0,1,0,1,0
1529500327796,0,1,0,1,0
1529500327897,0,1,0,1,0
1529500327997,0,1,0,1,0
1529500328099,0,1,0,1,0
1529500328199,0,1,0,1,0
1529500328299,0,1,0,1,0
1529500328400,0,1,0,1,0
1529500328500,0,1,0,1,0
1529500328600,0,1,0,1,0
1529500328700,0,1,0,1,0
1529500328800,0,1,0,1,0
1529500328900,0,1,0,1,0
1529500329001,0,1,0,1,0
1529500329101,0,1,0,1,0
1529500329201,0,1,0,1,0
1529500329301,0,1,0,1,0
1529500329401,0,1,0,1,0
1529500329501,0,1,0,1,0
1529500329602,0,1,0,1,0
1529500329702,0,1,0,1,0
1529500329802,0,1,0,1,0
1529500329902,0,1,0,1,0
1529500330002,0,1,0,1,0
1529500330103,0,1,0,1,0
1529500330203,0,1,0,1,0
1529500330303,0,1,0,1,0
1529500330403,0,1,0,1,0
1529500330503,0,1,0,1,0
1529500330603,0,1,0,1,0
1529500330704,0,1,0,1,0
1529500330804,0,1,0,1,0
1529500330904,0,1,0,1,0
1529500331004,0,1,0,1,0
1529500331104,0,1,0,1,0
1529500331205,0,1,0,1,0
1529500331305,0,1,0,1,0
1529500331405,0,1,0,1,0
1529500331505,0,1,0,1,0
1529500331605,0,1,0,1,0
1529500331705,0,1,0,1,0
1529500331806,0,1,0,1,0
1529500331906,0,1,0,1,0
1529500332006,0,1,0,1,0
1529500332106,0,1,0,1,0
1529500332206,0,1,0,1,0
1529500332307,0,1,0,1,0
1529500332407,0,1,0,1,0
1529500332507,0,1,0,1,0
1529500332607,0,1,0,1,0
1529500332707,0,1,0,1,0
1529500332808,0,1,0,1,0
1529500332908,0,1,0,1,0
1529500333008,0,1,0,1,0
1529500333108,0,1,0,1,0
1529500333208,0,1,0,1,0
1529500333308,0,1,0,1,0
1529500333409,0,1,0,1,0
1529500333509,0,1,0,1,0
1529500333609,0,1,0,1,0
1529500333709,0,1,0,1,0
1529500333809,0,1,0,1,0
1529500333910,0,1,0,1,0
1529500334010,0,1,0,1,0
1529500334110,0,1,0,1,0
1529500334210,0,1,0,1,0
1529500334310,0,1,0,1,0
1529500334410,0,1,0,1,0
1529500334511,0,1,0,1,0
1529500334611,0,1,0,1,0
1529500334711,0,1,0,1,0
1529500334811,0,1,0,1,0
1529500334911,0,1,0,1,0
1529500335012,0,1,0,1,0
1529500335112,0,1,0,1,0
1529500335212,0,1,0,1,0
1529500335312,0,1,0,1,0
1529500335412,0,1,0,1,0
1529500335513,0,1,0,1,0
1529500335613,0,1,0,1,0
1529500335713,0,1,0,1,0
1529500335813,0,1,0,1,0
1529500335913,0,1,0,1,0
1529500336013,0,1,0,1,0
1529500336114,0,1,0,1,0
1529500336214,0,1,0,1,0
1529500336314,0,1,0,1,0
1529500336414,0,1,0,1,0
1529500336514,0,1,0,1,0
1529500336614,0,1,0,1,0
1529500336715,0,1,0,1,0
1529500336815,0,1,0,1,0
1529500336915,0,1,0,1,0
1529500337015,0,1,0,1,0
1529500337115,0,1,0,1,0
1529500337216,0,1,0,1,0
1529500337316,0,1,0,1,0
1529500337416,0,1,0,1,0
1529500337516,0,1,0,1,0
1529500337616,0,1,0,1,0
1529500337716,0,1,0,1,0
1529500337817,0,1,0,1,0
1529500337917,0,1,0,1,0
1529500338017,0,1,0,1,0
1529500338117,0,1,0,1,0
1529500338217,0,1,0,1,0
1529500338318,0,1,0,1,0
1529500338418,0,1,0,1,0
1529500338518,0,1,0,1,0
1529500338618,0,1,0,1,0
1529500338718,0,1,0,1,0
1529500338818,0,1,0,1,0
1529500338919,0,1,0,1,0
1529500339019,0,1,0,1,0
1529500339119,0,1,0,1,0
1529500339219,0,1,0,1,0
1529500339319,0,1,0,1,0
1529500339420,0,1,0,1,0
1529500339520,0,1,0,1,0
1529500339620,0,1,0,1,0
1529500339720,0,1,0,1,0
1529500339820,0,1,0,1,0
1529500339920,0,1,0,1,0
1529500340021,0,1,0,1,0
1529500340121,0,1,0,1,0
1529500340221,0,1,0,1,0
1529500340321,0,1,0,1,0
1529500340421,0,1,0,1,0
1529500340522,0,1,0,1,0
1529500340622,0,1,0,1,0
1529500340722,0,1,0,1,0
1529500340822,0,1,0,1,0
1529500340922,0,1,0,1,0
1529500341023,0,1,0,1,0
1529500341123,0,1,0,1,0
1529500341223,0,1,0,1,0
1529500341323,0,1,0,1,0
1529500341423,0,1,0,1,0
1529500341523,0,1,0,1,0
1529500341624,0,1,0,1,0
1529500341724,0,1,0,1,0
1529500341824,0,1,0,1,0
1529500341924,0,1,0,1,0
1529500342024,0,1,0,1,0
1529500342125,0,1,0,1,0
1529500342225,0,1,0,1,0
1529500342325,0,1,0,1,0
1529500342425,0,1,0,1,0
1529500342525,0,1,0,1,0
1529500342625,0,1,0,1,0
1529500342726,0,1,0,1,0
1529500342826,0,1,0,1,0
1529500342926,0,1,0,1,0
1529500343026,0,1,0,1,0
1529500343126,0,1,0,1,0
1529500343227,0,1,0,1,0
1529500343327,0,1,0,1,0
1529500343427,0,1,0,1,0
1529500343527,0,1,0,1,0
1529500343627,0,1,0,1,0
1529500343727,0,1,0,1,0
1529500343828,0,1,0,1,0
1529500343928,0,1,0,1,0
1529500344028,0,1,0,1,0
1529500344128,0,1,0,1,0
1529500344228,0,1,0,1,0
1529500344328,0,1,0,1,0
1529500344429,0,1,0,1,0
1529500344529,0,1,0,1,0
1529500344629,0,1,0,1,0
1529500344729,0,1,0,1,0
1529500344829,0,1,0,1,0
1529500344930,0,1,0,1,0
1529500345030,0,1,0,1,0
1529500345130,0,1,0,1,0
1529500345230,0,1,0,1,0
1529500345330,0,1,0,1,0
1529500345430,0,1,0,1,0
1529500345531,0,1,0,1,0
1529500345631,0,1,0,1,0
1529500345731,0,1,0,1,0
1529500345831,0,1,0,1,0
1529500345931,0,1,0,1,0
1529500346032,0,1,0,1,0
1529500346132,0,1,0,1,0
1529500346232,0,1,0,1,0
1529500346332,0,1,0,1,0
1529500346433,0,1,0,1,0
1529500346533,0,1,0,1,0
1529500346634,0,1,0,1,0
1529500346734,0,1,0,1,0
1529500346834,0,1,0,1,0
1529500346934,0,1,0,1,0
1529500347034,0,1,0,1,0
1529500347135,0,1,0,1,0
1529500347235,0,1,0,1,0
1529500347335,0,1,0,1,0
1529500347435,0,1,0,1,0
1529500347535,0,1,0,1,0
1529500347635,0,1,0,1,0
1529500347736,0,1,0,1,0
1529500347836,0,1,0,1,0
1529500347936,0,1,0,1,0
1529500348036,0,1,0,1,0
1529500348136,0,1,0,1,0
1529500348236,0,1,0,1,0
1529500348337,0,1,0,1,0
1529500348437,0,1,0,1,0
1529500348537,0,1,0,1,0
1529500348637,0,1,0,1,0
1529500348737,0,1,0,1,0
1529500348838,0,1,0,1,0
1529500348938,0,1,0,1,0
1529500349038,0,1,0,1,0
1529500349138,0,1,0,1,0
1529500349238,0,1,0,1,0
1529500349338,0,1,0,1,0
1529500349439,0,1,0,1,0
1529500349539,0,1,0,1,0
1529500349639,0,1,0,1,0
1529500349739,0,1,0,1,0
1529500349839,0,1,0,1,0
1529500349940,0,1,0,1,0
1529500350040,0,1,0,1,0
1529500350140,0,1,0,1,0
1529500350240,0,1,0,1,0
1529500350340,0,1,0,1,0
1529500350440,0,1,0,1,0
1529500350541,0,1,0,1,0
1529500350641,0,1,0,1,0
1529500350741,0,1,0,1,0
1529500350841,0,1,0,1,0
1529500350941,0,1,0,1,0
1529500351042,0,1,0,1,0
1529500351142,0,1,0,1,0
1529500351242,0,1,0,1,0
1529500351342,0,1,0,1,0
1529500351442,0,1,0,1,0
1529500351543,0,1,0,1,0
1529500351643,0,1,0,1,0
1529500351743,0,1,0,1,0
1529500351843,0,1,0,1,0
1529500351943,0,1,0,1,0
1529500352044,0,1,0,1,0
1529500352145,0,1,0,1,0
1529500352246,0,1,0,1,0
1529500352346,0,1,0,1,0
1529500352446,0,1,0,1,0
1529500352546,0,1,0,1,0
1529500352647,0,1,0,1,0
1529500352747,0,1,0,1,0
1529500352847,0,1,0,1,0
1529500352947,0,1,0,1,0
1529500353047,0,1,0,1,0
1529500353147,0,1,0,1,0
1529500353248,0,1,0,1,0
1529500353348,0,1,0,1,0
1529500353448,0,1,0,1,0
1529500353548,0,1,0,1,0
1529500353648,0,1,0,1,0
1529500353749,0,1,0,1,0
1529500353849,0,1,0,1,0
1529500353949,0,1,0,1,0
1529500354049,0,1,0,1,0
1529500354149,0,1,0,1,0
1529500354249,0,1,0,1,0
1529500354350,0,1,0,1,0
1529500354450,0,1,0,1,0
1529500354550,0,1,0,1,0
1529500354650,0,1,0,1,0
1529500354750,0,1,0,1,0
1529500354851,0,1,0,1,0
1529500354951,0,1,0,1,0
1529500355051,0,1,0,1,0
1529500355151,0,1,0,1,0
1529500355251,0,1,0,1,0
1529500355352,0,1,0,1,0
1529500355452,0,1,0,1,0
1529500355552,0,1,0,1,0
1529500355652,0,1,0,1,0
1529500355752,0,1,0,1,0
1529500355852,0,1,0,1,0
1529500355953,0,1,0,1,0
1529500356053,0,1,0,1,0
1529500356153,0,1,0,1,0
1529500356253,0,1,0,1,0
1529500356353,0,1,0,1,0
1529500356454,0,1,0,1,0
1529500356554,0,1,0,1,0
1529500356654,0,1,0,1,0
1529500356754,0,1,0,1,0
1529500356854,0,1,0,1,0
1529500356954,0,1,0,1,0
1529500357055,0,1,0,1,0
1529500357155,0,1,0,1,0
1529500357255,0,1,0,1,0
1529500357355,0,1,0,1,0
1529500357455,0,1,0,1,0
1529500357556,0,1,0,1,0
1529500357656,0,1,0,1,0
1529500357756,0,1,0,1,0
1529500357856,0,1,0,1,0
1529500357956,0,1,0,1,0
1529500358057,0,1,0,1,0
1529500358157,0,1,1,1,0
1529500358258,0,1,1,1,0
1529500358360,0,1,1,1,0
1529500358461,0,0,1,1,0
1529500358561,0,0,1,1,0
1529500358662,0,0,1,1,0
1529500358762,0,0,1,1,0
1529500358862,1,0,1,1,0
1529500358962,1,0,1,1,0
1529500359062,1,0,1,1,0
1529500359163,1,0,1,1,0
1529500359263,1,0,1,1,0
1529500359363,1,0,1,1,0
1529500359463,1,0,1,1,0
1529500359563,1,0,1,1,0
1529500359663,1,0,1,1,0
1529500359764,1,0,1,1,0
1529500359864,1,0,1,1,0
1529500359964,1,0,1,1,0
1529500360064,0,0,0,1,0
1529500360164,0,0,0,1,0
1529500360265,0,0,0,1,0
1529500360365,0,0,0,1,0
1529500360465,0,1,0,1,0
1529500360565,0,1,0,1,0
1529500360665,0,1,0,1,0
1529500360765,0,1,0,1,0
1529500360866,0,1,0,1,0
1529500360966,0,1,0,1,0
1529500361066,0,1,0,0,0
1529500361166,0,1,0,0,0
1529500361266,0,1,0,0,0
1529500361367,0,1,0,0,0
1529500361467,0,1,0,0,0
1529500361567,0,1,0,0,0
1529500361667,0,1,0,0,0
1529500361767,0,1,0,0,0
1529500361867,0,1,0,0,0
1529500361968,0,1,0,0,0
1529500362068,0,1,0,0,0
1529500362168,0,1,0,0,0
1529500362268,0,1,0,0,0
1529500362368,0,1,0,0,0
1529500362469,0,1,0,0,0
1529500362569,0,1,0,0,0
1529500362669,0,1,0,0,1
1529500362769,0,1,0,0,1
1529500362869,0,0,0,0,1
1529500362969,0,0,0,0,1
1529500363070,0,0,0,0,1
1529500363170,0,0,0,0,1
1529500363270,1,0,0,0,1
1529500363370,1,0,0,0,1
1529500363470,1,0,0,0,1
1529500363570,1,0,0,0,1
1529500363671,1,0,0,0,1
1529500363771,1,0,0,0,1
1529500363871,1,0,0,0,1
1529500363971,1,0,0,0,1
1529500364074,1,0,0,0,1
1529500364175,1,0,0,0,1
1529500364275,1,0,0,0,1
1529500364375,1,0,0,0,1
1529500364475,1,0,0,0,1
1529500364575,0,0,0,0,1
1529500364675,0,0,0,0,1
1529500364776,0,0,0,0,1
1529500364876,0,0,0,0,1
1529500364976,0,1,0,0,1
1529500365076,0,1,0,0,1
1529500365176,0,1,0,0,1
1529500365276,0,1,0,0,0
1529500365377,0,1,0,0,0
1529500365477,0,1,0,0,0
1529500365577,0,1,0,0,0
1529500365677,0,1,0,0,0
1529500365777,0,1,0,0,0
1529500365878,0,1,0,0,0
1529500365978,0,1,0,0,0
1529500366078,0,1,0,0,0
1529500366178,0,1,0,0,0
1529500366278,0,1,0,0,0
1529500366378,0,1,0,0,0
1529500366479,0,1,0,0,0
1529500366579,0,1,0,0,0
1529500366679,0,1,0,0,0
1529500366779,0,1,0,0,0
1529500366879,0,1,0,0,0
1529500366979,0,1,0,0,0
1529500367080,0,1,0,0,0
1529500367180,0,1,0,0,0
1529500367280,0,1,0,0,0
1529500367380,0,1,0,1,0
1529500367480,0,1,0,1,0
1529500367580,0,1,0,1,0
1529500367681,0,1,0,1,0
1529500367781,0,1,0,1,0
1529500367881,0,1,0,1,0
1529500367981,0,1,0,1,0
1529500368081,0,1,0,1,0
1529500368182,0,1,0,1,0
1529500368282,0,1,0,1,0
1529500368382,0,1,0,1,0
1529500368482,0,1,0,1,0
1529500368582,0,1,0,1,0
1529500368682,0,1,0,1,0
1529500368783,0,1,0,1,0
1529500368883,0,1,0,1,0
1529500368983,0,1,0,1,0
1529500369083,0,1,0,1,0
1529500369183,0,1,0,1,0
1529500369283,0,1,0,1,0
1529500369384,0,1,0,1,0
1529500369484,0,1,0,1,0
1529500369584,0,1,0,1,0
1529500369684,0,1,0,1,0
1529500369784,0,1,0,1,0
1529500369885,0,1,0,1,0
1529500369985,0,1,0,1,0
1529500370085,0,1,0,1,0
1529500370185,0,1,0,1,0
1529500370285,0,1,0,1,0
1529500370386,0,1,0,1,0
1529500370486,0,1,0,1,0
1529500370586,0,1,0,1,0
1529500370686,0,1,0,1,0
1529500370786,0,1,0,1,0
1529500370886,0,1,0,1,0
1529500370987,0,1,0,1,0
1529500371087,0,1,0,1,0
1529500371187,0,1,0,1,0
1529500371287,0,1,0,1,0
1529500371387,0,1,0,1,0
1529500371488,0,1,0,1,0
1529500371588,0,1,0,1,0
1529500371688,0,1,0,1,0
1529500371788,0,1,0,1,0
1529500371888,0,1,0,1,0
1529500371988,0,1,0,1,0
1529500372089,0,1,0,1,0
1529500372189,0,1,0,1,0
1529500372289,0,1,0,1,0
1529500372389,0,1,0,1,0
