Timestamp,I_CapGrabberDown,I_CapGrabberUp,I_CapOnConveyor,I_LinAxisDown,I_LinAxisUp
1529500040743,0,1,0,1,0
1529500040844,0,1,0,1,0
1529500040944,0,1,0,1,0
1529500041044,0,1,0,1,0
1529500041144,0,1,0,1,0
1529500041244,0,1,0,1,0
1529500041344,0,1,0,1,0
1529500041445,0,1,0,1,0
1529500041545,0,1,0,1,0
1529500041645,0,1,0,1,0
1529500041745,0,1,0,1,0
1529500041845,0,1,0,1,0
1529500041945,0,1,0,1,0
1529500042046,0,1,0,1,0
1529500042146,0,1,0,1,0
1529500042246,0,1,0,1,0
1529500042346,0,1,0,1,0
1529500042446,0,1,0,1,0
1529500042546,0,1,0,1,0
1529500042647,0,1,0,1,0
1529500042747,0,1,0,1,0
1529500042847,0,1,0,1,0
1529500042947,0,1,0,1,0
1529500043047,0,1,0,1,0
1529500043147,0,1,0,1,0
1529500043248,0,1,0,1,0
1529500043348,0,1,0,1,0
1529500043448,0,1,0,1,0
1529500043548,0,1,0,1,0
1529500043648,0,1,0,1,0
1529500043748,0,1,0,1,0
1529500043849,0,1,0,1,0
1529500043949,0,1,0,1,0
1529500044049,0,1,0,1,0
1529500044149,0,1,0,1,0
1529500044249,0,1,0,1,0
1529500044349,0,1,0,1,0
1529500044450,0,1,0,1,0
1529500044550,0,1,0,1,0
1529500044650,0,1,0,1,0
1529500044750,0,1,0,1,0
1529500044850,0,1,0,1,0
1529500044951,0,1,0,1,0
1529500045051,0,1,0,1,0
1529500045151,0,1,0,1,0
1529500045251,0,1,0,1,0
1529500045351,0,1,0,1,0
1529500045451,0,1,0,1,0
1529500045552,0,1,0,1,0
1529500045652,0,1,0,1,0
1529500045752,0,1,0,1,0
1529500045852,0,1,0,1,0
1529500045952,0,1,0,1,0
1529500046052,0,1,0,1,0
1529500046153,0,1,0,1,0
1529500046253,0,1,0,1,0
1529500046353,0,1,0,1,0
1529500046453,0,1,0,1,0
1529500046553,0,1,0,1,0
1529500046654,0,1,0,1,0
1529500046754,0,1,0,1,0
1529500046854,0,1,0,1,0
1529500046954,0,1,0,1,0
1529500047054,0,1,0,1,0
1529500047154,0,1,0,1,0
1529500047255,0,1,0,1,0
1529500047355,0,1,0,1,0
1529500047455,0,1,0,1,0
1529500047555,0,1,0,1,0
1529500047655,0,1,0,1,0
1529500047755,0,1,0,1,0
1529500047856,0,1,0,1,0
1529500047956,0,1,0,1,0
1529500048056,0,1,0,1,0
1529500048156,0,1,0,1,0
1529500048256,0,1,0,1,0
1529500048356,0,1,0,1,0
1529500048457,0,1,0,1,0
1529500048557,0,1,0,1,0
1529500048657,0,1,0,1,0
1529500048757,0,1,0,1,0
1529500048857,0,1,0,1,0
1529500048957,0,1,0,1,0
1529500049058,0,1,0,1,0
1529500049158,0,1,0,1,0
1529500049258,0,1,0,1,0
1529500049358,0,1,0,1,0
1529500049458,0,1,0,1,0
1529500049558,0,1,0,1,0
