Timestamp,O_PortionerForward,O_PortionerReverse,O_PortionerSlow,Portions
1529500037812,0,0,0,4
1529500037912,0,0,0,4
1529500038012,0,0,0,4
1529500038112,0,0,0,4
1529500038212,0,0,0,4
1529500038313,0,0,0,4
1529500038413,0,0,0,4
1529500038513,0,0,0,4
1529500038613,0,0,0,4
1529500038713,0,0,0,4
1529500038814,0,0,0,4
1529500038914,0,0,0,4
1529500039014,0,0,0,4
1529500039114,0,0,0,4
1529500039214,0,0,0,4
1529500039314,0,0,0,4
1529500039415,0,0,0,4
1529500039515,0,0,0,4
1529500039615,0,0,0,4
1529500039715,0,0,0,4
1529500039815,0,0,0,4
1529500039915,0,0,0,4
1529500040016,0,0,0,4
1529500040116,0,0,0,4
1529500040216,0,0,0,4
1529500040316,0,0,0,4
1529500040416,0,0,0,4
1529500040516,0,0,0,4
1529500040617,0,0,0,4
1529500040717,0,0,0,4
1529500040817,0,0,0,4
1529500040917,0,0,0,4
1529500041017,0,0,0,4
1529500041118,0,0,0,4
1529500041218,0,0,0,4
1529500041318,0,0,0,4
1529500041418,0,0,0,4
1529500041518,0,0,0,4
1529500041618,0,0,0,4
1529500041719,0,0,0,4
1529500041819,0,0,0,4
1529500041919,0,0,0,4
1529500042019,0,0,0,4
1529500042119,0,0,0,4
1529500042219,0,0,0,4
1529500042320,0,0,0,4
1529500042420,0,0,0,4
1529500042520,0,0,0,4
1529500042620,0,0,0,4
1529500042720,0,0,0,4
1529500042820,0,0,0,4
1529500042921,0,0,0,4
1529500043021,0,0,0,4
1529500043121,0,0,0,4
1529500043221,0,0,0,4
1529500043321,0,0,0,4
1529500043421,0,0,0,4
1529500043522,0,0,0,4
1529500043622,0,0,0,4
1529500043722,0,0,0,4
1529500043822,0,0,0,4
1529500043922,0,0,0,4
1529500044022,0,0,0,4
1529500044123,0,0,0,4
1529500044223,0,0,0,4
1529500044323,0,0,0,4
1529500044423,0,0,0,4
1529500044523,0,0,0,4
1529500044623,0,0,0,4
1529500044724,0,0,0,4
1529500044824,0,0,0,4
1529500044924,0,0,0,4
1529500045024,0,0,0,4
1529500045124,0,0,0,4
1529500045224,0,0,0,4
1529500045325,0,0,0,4
1529500045425,0,0,0,4
