Timestamp,I_BottleAtAirpipe,I_BottleClampClose,I_BottleClampOpen,I_BottleGateClosed,I_BottleReserveGateClosed,I_BottlesAvailable,I_BottleSlot1,I_BottleSlot2_H2O,I_BottleSlot3_Corn,I_BottleSlot5_CapOn,I_BottleSlot6_CapScrewer,I_BottleSlot8_Output,I_BottlesReserveAvailable,I_BottleStorageFull,I_CapGrabberDown,I_CapGrabberUp,I_CapOnConveyor,I_CapScrewer_Down,I_CapScrewer_Up,I_CapScrewerClosePos,I_CapScrewerGrabClosed,I_CapScrewerOpenPos,I_CornTankFull,I_LinAxisCapInGrabber,I_LinAxisDown,I_LinAxisEmptyGrabber,I_LinAxisUp,I_NoCapOnConveyor,I_Portioning,I_Pump_Down,I_Pump_Up,I_RotaryTablePosReached,I_UltrasonicCorn,I_UltrasonicCorn_Distance,I_UltrasonicH2O,I_UltrasonicH2O_Distance,I_WaterTankMinFull,I_WaterTankNotFull,O_ActivateAirpipe,O_BottleClampClose,O_CapGrabberOpenClose,O_CapGrabberUpDown,O_CapScrewDown,O_CapScrewerGrabberOpenClose,O_CloseCap,O_ConveyorCapsEnable,O_ConveyorCapsForward,O_ConveyorModuleIn,O_ConveyorModuleOut,O_GateBottleClose,O_GateReserveClose,O_LinAxisUpDown,O_PortionerForward,O_PortionerReverse,O_PortionerSlow,O_PumpUpDown,O_RotaryTable,O_ValvePumpCloseOpen,PendingOrder,Portions,PumpStrokes,Rotating,SlowPortioning,State,BottlesAvailable,BottleSlot1,BottleSlot2_H2O,BottleSlot3_Corn,BottleSlot5_CapOn,BottleSlot6_CapCloser,BottleSlot8_ModuleOut,BottlesNotUsed,UltraSonic_Corn.DistanceM,UltraSonic_H2O.DistanceM,BottlesAvailable.AnalogValue.EURangeViolation,BottleSlot1.AnalogValue.EURangeViolation,BottleSlot2_H2O.AnalogValue.EURangeViolation,BottleSlot3_Corn.AnalogValue.EURangeViolation,BottleSlot5_CapOn.AnalogValue.EURangeViolation,BottleSlot6_CapCloser.AnalogValue.EURangeViolation,BottleSlot8_ModuleOut.AnalogValue.EURangeViolation,BottlesNotUsed.AnalogValue.EURangeViolation,UltraSonic_Corn.DistanceM.EURangeViolation,UltraSonic_H2O.DistanceM.EURangeViolation
1529500028229,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1054,1604,1246,1256,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500028329,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1054,1604,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500028429,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1256,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500028529,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500028629,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500028729,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1054,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500028830,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1054,1605,1246,1256,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500028930,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500029030,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500029130,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500029230,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,2500,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1605,1246,1257,1863,2500,2500,0,0,0,0,0,0,0,0,0,0
1529500029330,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1054,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500029431,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1054,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500029531,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500029631,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1054,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500029731,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500029831,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1197,1247,1054,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500029931,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500030031,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1604,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500030132,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1053,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500030232,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500030332,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1054,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500030432,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1482,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1864,1482,2500,0,0,0,0,0,0,0,0,0,0
1529500030532,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1478,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1605,1246,1257,1864,1478,2500,0,0,0,0,0,0,0,0,0,0
1529500030632,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1478,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1246,1053,1604,1246,1257,1864,1478,2500,0,0,0,0,0,0,0,0,0,0
1529500030733,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500030833,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1484,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1054,1605,1246,1257,1863,1484,2500,0,0,0,0,0,0,0,0,0,0
1529500030933,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1054,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500031033,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500031133,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1484,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1256,1864,1484,2500,0,0,0,0,0,0,0,0,0,0
1529500031233,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1197,1247,1053,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500031334,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500031434,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1054,1604,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500031534,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500031634,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1482,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1197,1247,1054,1605,1246,1257,1864,1482,2500,0,0,0,0,0,0,0,0,0,0
1529500031734,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500031834,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1197,1247,1053,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500031935,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1604,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500032035,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500032135,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1604,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500032235,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500032335,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1054,1605,1246,1257,1864,1482,2500,0,0,0,0,0,0,0,0,0,0
1529500032435,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1482,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1246,1053,1604,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500032536,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1864,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500032636,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500032736,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500032836,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1052,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
1529500032936,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1479,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2168,1196,1247,1053,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500033036,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1054,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500033137,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1247,1053,1605,1246,1257,1863,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500033237,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1053,1605,1246,1257,1864,1483,2500,0,0,0,0,0,0,0,0,0,0
1529500033337,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1483,0,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2167,1196,1246,1054,1605,1246,1257,1863,1479,2500,0,0,0,0,0,0,0,0,0,0
