Timestamp,FunnelBlocked.I_xSignal,StorageSiloFull.I_xSignal,StorageSiloMinFull.I_xSignal,Aspirator.O_xOn,MuscleTrigger.O_xOn,MuscleTrigger.xOn
1515158016194,0,1,1,1,0,0
1515158016294,0,1,1,1,0,0
1515158016395,0,1,1,1,0,0
1515158016495,0,1,1,1,0,0
1515158016595,0,1,1,1,0,0
1515158016695,0,1,1,1,0,0
1515158016795,0,1,1,1,0,0
1515158016895,0,1,1,1,0,0
1515158016995,0,1,1,1,0,0
1515158017096,0,1,1,1,0,0
1515158017196,0,1,1,1,0,0
1515158017296,0,1,1,1,0,0
1515158017396,0,1,1,1,0,0
1515158017496,0,1,1,1,0,0
1515158017596,0,1,1,1,0,0
1515158017696,0,1,1,1,0,0
1515158017796,0,1,1,1,0,0
1515158017897,0,1,1,1,0,0
1515158017997,0,1,1,1,0,0
1515158018097,0,1,1,1,0,0
1515158018197,0,1,1,1,0,0
1515158018297,0,1,1,1,0,0
1515158018397,0,1,1,1,0,0
1515158018497,0,1,1,1,0,0
1515158018597,0,1,1,1,0,0
1515158018698,0,1,1,1,0,0
1515158018798,0,1,1,1,0,0
1515158018898,0,1,1,1,0,0
1515158018998,0,1,1,0,0,0
1515158019098,0,1,1,0,0,0
1515158019198,0,1,1,0,0,0
1515158019298,0,1,1,0,0,0
1515158019399,0,1,1,0,0,0
1515158019499,0,1,1,0,0,0
1515158019599,0,1,1,0,0,0
1515158019699,0,1,1,0,0,0
1515158019799,0,1,1,0,0,0
1515158019899,0,1,1,0,0,0
1515158019999,0,1,1,0,0,0
1515158020100,0,1,1,0,0,0
1515158020200,0,1,1,0,0,0
1515158020300,0,1,1,0,0,0
1515158020400,0,1,1,0,0,0
1515158020500,0,1,1,0,0,0
1515158020600,0,1,1,0,0,0
1515158020700,0,1,1,0,0,0
1515158020800,0,1,1,0,0,0
1515158020901,0,1,1,0,0,0
1515158021001,0,1,1,0,0,0
1515158021101,0,1,1,0,0,0
1515158021201,0,1,1,0,0,0
1515158021301,0,1,1,0,0,0
1515158021401,0,1,1,0,0,0
1515158021501,0,1,1,0,0,0
1515158021602,0,1,1,0,0,0
1515158021702,0,1,1,0,0,0
1515158021802,0,1,1,0,0,0
1515158021902,0,1,1,0,0,0
1515158022002,0,1,1,0,0,0
1515158022102,0,1,1,0,0,0
1515158022202,0,1,1,0,0,0
1515158022302,0,1,1,0,0,0
1515158022403,0,1,1,0,0,0
1515158022503,0,1,1,0,0,0
1515158022603,0,1,1,0,0,0
1515158022703,0,1,1,0,0,0
1515158022803,0,1,1,0,0,0
1515158022903,0,1,1,0,0,0
1515158023003,0,1,1,0,0,0
1515158023104,0,1,1,0,0,0
1515158023204,0,1,1,0,0,0
1515158023304,0,1,1,0,0,0
1515158023404,0,1,1,0,0,0
1515158023504,0,1,1,0,0,0
1515158023604,0,1,1,0,0,0
1515158023704,0,1,1,0,0,0
1515158023804,0,1,1,0,0,0
1515158023905,0,1,1,0,0,0
1515158024005,0,1,1,0,0,0
1515158024105,0,1,1,0,0,0
1515158024205,0,1,1,0,0,0
1515158024305,0,1,1,0,0,0
1515158024405,0,1,1,0,0,0
1515158024505,0,1,1,0,0,0
1515158024606,0,1,1,0,0,0
1515158024706,0,1,1,0,0,0
1515158024806,0,1,1,0,0,0
1515158024906,0,1,1,0,0,0
1515158025006,0,1,1,0,0,0
1515158025106,0,1,1,0,0,0
1515158025206,0,1,1,0,0,0
1515158025306,0,1,1,0,0,0
1515158025407,0,1,1,0,0,0
1515158025507,0,1,1,0,0,0
1515158025607,0,1,1,0,0,0
1515158025707,0,1,1,0,0,0
1515158025807,0,1,1,0,0,0
1515158025907,0,1,1,0,0,0
1515158026007,0,1,1,0,0,0
1515158026108,0,1,1,0,0,0
1515158026208,0,1,1,0,0,0
1515158026308,0,1,1,0,0,0
1515158026408,0,1,1,0,0,0
1515158026508,0,1,1,0,0,0
1515158026608,0,1,1,0,0,0
1515158026708,0,1,1,0,0,0
1515158026808,0,1,1,0,0,0
1515158026909,0,1,1,0,0,0
1515158027009,0,1,1,0,0,0
1515158027109,0,1,1,0,0,0
1515158027209,0,1,1,0,0,0
1515158027309,0,1,1,0,0,0
1515158027409,0,1,1,0,0,0
1515158027509,0,1,1,0,0,0
1515158027610,0,1,1,0,0,0
1515158027710,0,1,1,0,0,0
1515158027810,0,1,1,0,0,0
1515158027910,0,1,1,0,0,0
1515158028010,0,1,1,0,0,0
1515158028110,0,1,1,0,0,0
1515158028211,0,1,1,0,0,0
1515158028311,0,1,1,0,0,0
1515158028411,0,1,1,0,0,0
1515158028511,0,1,1,0,0,0
1515158028611,0,1,1,0,0,0
1515158028711,0,1,1,0,0,0
1515158028811,0,1,1,0,0,0
1515158028911,0,1,1,0,0,0
1515158029012,0,1,1,0,0,0
1515158029112,0,1,1,0,0,0
1515158029212,0,1,1,0,0,0
1515158029312,0,1,1,0,0,0
1515158029412,0,1,1,0,0,0
1515158029512,0,1,1,0,0,0
1515158029612,0,1,1,0,0,0
1515158029713,0,1,1,0,0,0
1515158029813,0,1,1,0,0,0
1515158029913,0,1,1,0,0,0
1515158030013,0,1,1,0,0,0
1515158030113,0,1,1,0,0,0
1515158030213,0,1,1,0,0,0
1515158030313,0,1,1,0,0,0
1515158030414,0,1,1,0,0,0
1515158030514,0,1,1,0,0,0
1515158030614,0,1,1,0,0,0
1515158030714,0,1,1,0,0,0
1515158030814,0,1,1,0,0,0
1515158030914,0,1,1,0,0,0
1515158031014,0,1,1,0,0,0
1515158031115,0,1,1,0,0,0
1515158031215,0,1,1,0,0,0
1515158031315,0,1,1,0,0,0
1515158031415,0,1,1,0,0,0
1515158031515,0,1,1,0,0,0
1515158031615,0,1,1,0,0,0
1515158031715,0,1,1,0,0,0
1515158031816,0,1,1,0,0,0
1515158031916,0,1,1,0,0,0
1515158032016,0,1,1,0,0,0
1515158032116,0,1,1,0,0,0
1515158032216,0,1,1,0,0,0
1515158032318,0,1,1,0,0,0
1515158032418,0,1,1,0,0,0
1515158032519,0,1,1,0,0,0
1515158032619,0,1,1,0,0,0
1515158032719,0,1,1,0,0,0
1515158032819,0,1,1,0,0,0
1515158032919,0,1,1,0,0,0
1515158033019,0,1,1,0,0,0
1515158033119,0,1,1,0,0,0
1515158033220,0,1,1,0,0,0
1515158033320,0,1,1,0,0,0
1515158033420,0,1,1,0,0,0
1515158033520,0,1,1,0,0,0
1515158033620,0,1,1,0,0,0
1515158033720,0,1,1,0,0,0
1515158033820,0,1,1,0,0,0
1515158033920,0,1,1,0,0,0
1515158034021,0,1,1,0,0,0
1515158034121,0,1,1,0,0,0
1515158034221,0,1,1,0,0,0
1515158034321,0,1,1,0,0,0
1515158034421,0,1,1,0,0,0
1515158034524,0,1,1,0,0,0
1515158034624,0,1,1,0,0,0
1515158034725,0,1,1,0,0,0
1515158034825,0,1,1,0,0,0
1515158034925,0,1,1,0,0,0
1515158035025,0,1,1,0,0,0
1515158035125,0,1,1,0,0,0
1515158035225,0,1,1,0,0,0
1515158035325,0,1,1,0,0,0
1515158035425,0,1,1,0,0,0
1515158035526,0,1,1,0,0,0
1515158035626,0,1,1,0,0,0
1515158035726,0,1,1,0,0,0
1515158035826,0,1,1,0,0,0
1515158035926,0,1,1,0,0,0
1515158036026,0,1,1,0,0,0
1515158036126,0,1,1,0,0,0
1515158036227,0,1,1,0,0,0
1515158036327,0,1,1,0,0,0
1515158036427,0,1,1,0,0,0
1515158036527,0,1,1,0,0,0
1515158036627,0,1,1,0,0,0
1515158036727,0,1,1,0,0,0
1515158036828,0,1,1,0,0,0
1515158036928,0,1,1,0,0,0
1515158037028,0,1,1,0,0,0
1515158037128,0,1,1,0,0,0
1515158037228,0,1,1,0,0,0
1515158037328,0,1,1,0,0,0
1515158037428,0,1,1,0,0,0
1515158037529,0,1,1,0,0,0
1515158037629,0,1,1,0,0,0
1515158037729,0,1,1,0,0,0
1515158037829,0,1,1,0,0,0
1515158037929,0,1,1,0,0,0
1515158038029,0,1,1,0,0,0
1515158038129,0,1,1,0,0,0
1515158038229,0,1,1,0,0,0
1515158038330,0,1,1,0,0,0
1515158038430,0,1,1,0,0,0
1515158038530,0,1,1,0,0,0
1515158038630,0,1,1,0,0,0
1515158038730,0,1,1,0,0,0
1515158038830,0,1,1,0,0,0
1515158038930,0,1,1,0,0,0
1515158039031,0,1,1,0,0,0
1515158039131,0,1,1,0,0,0
1515158039231,0,1,1,0,0,0
1515158039331,0,1,1,0,0,0
1515158039431,0,1,1,0,0,0
1515158039531,0,1,1,0,0,0
1515158039631,0,1,1,0,0,0
1515158039732,0,1,1,0,0,0
1515158039832,0,1,1,0,0,0
1515158039932,0,1,1,0,0,0
1515158040032,0,1,1,0,0,0
1515158040132,0,1,1,0,0,0
1515158040232,0,1,1,0,0,0
1515158040332,0,1,1,0,0,0
1515158040433,0,1,1,0,0,0
1515158040533,0,1,1,0,0,0
1515158040633,0,1,1,0,0,0
1515158040734,0,1,1,0,0,0
1515158040835,0,1,1,0,0,0
1515158040935,0,1,1,0,0,0
1515158041035,0,1,1,0,0,0
1515158041135,0,1,1,0,0,0
1515158041235,0,1,1,0,0,0
1515158041336,0,1,1,0,0,0
1515158041436,0,1,1,0,0,0
1515158041536,0,1,1,0,0,0
1515158041636,0,1,1,0,0,0
1515158041736,0,1,1,0,0,0
1515158041836,0,1,1,0,0,0
1515158041936,0,1,1,0,0,0
1515158042037,0,1,1,0,0,0
1515158042137,0,1,1,0,0,0
1515158042237,0,1,1,0,0,0
1515158042337,0,1,1,0,0,0
1515158042437,0,1,1,0,0,0
1515158042537,0,1,1,0,0,0
1515158042637,0,1,1,0,0,0
1515158042738,0,1,1,0,0,0
1515158042838,0,1,1,0,0,0
1515158042938,0,1,1,0,0,0
1515158043038,0,1,1,0,0,0
1515158043138,0,1,1,0,0,0
1515158043238,0,1,1,0,0,0
1515158043340,0,1,1,0,0,0
1515158043440,0,1,1,0,0,0
1515158043541,0,1,1,0,0,0
1515158043641,0,1,1,0,0,0
1515158043741,0,1,1,0,0,0
1515158043841,0,1,1,0,0,0
1515158043941,0,1,1,0,0,0
1515158044041,0,1,1,0,0,0
1515158044142,0,1,1,0,0,0
1515158044242,0,1,1,0,0,0
1515158044342,0,1,1,0,0,0
1515158044442,0,1,1,0,0,0
1515158044542,0,1,1,0,0,0
1515158044642,0,1,1,0,0,0
1515158044742,0,1,1,0,0,0
1515158044843,0,1,1,0,0,0
1515158044943,0,1,1,0,0,0
1515158045043,0,1,1,0,0,0
1515158045143,0,1,1,0,0,0
1515158045243,0,1,1,0,0,0
1515158045343,0,1,1,0,0,0
1515158045443,0,1,1,0,0,0
1515158045543,0,1,1,0,0,0
1515158045644,0,1,1,0,0,0
1515158045744,0,1,1,0,0,0
1515158045844,0,1,1,0,0,0
1515158045944,0,1,1,0,0,0
1515158046044,0,1,1,0,0,0
1515158046144,0,1,1,0,0,0
1515158046244,0,1,1,0,0,0
1515158046345,0,1,1,0,0,0
1515158046445,0,1,1,0,0,0
1515158046545,0,1,1,0,0,0
1515158046645,0,1,1,0,0,0
1515158046745,0,1,1,0,0,0
1515158046845,0,1,1,0,0,0
1515158046945,0,1,1,0,0,0
1515158047045,0,1,1,0,0,0
1515158047146,0,1,1,0,0,0
1515158047246,0,1,1,0,0,0
1515158047346,0,1,1,0,0,0
1515158047446,0,1,1,0,0,0
1515158047546,0,1,1,0,0,0
1515158047646,0,1,1,0,0,0
1515158047746,0,1,1,0,0,0
1515158047847,0,1,1,0,0,0
1515158047947,0,1,1,0,0,0
1515158048047,0,1,1,0,0,0
1515158048147,0,1,1,0,0,0
1515158048247,0,1,1,0,0,0
1515158048347,0,1,1,0,0,0
1515158048447,0,1,1,0,0,0
1515158048548,0,1,1,0,0,0
1515158048648,0,1,1,0,0,0
1515158048748,0,1,1,0,0,0
1515158048848,0,1,1,0,0,0
1515158048948,0,1,1,0,0,0
1515158049048,0,1,1,0,0,0
1515158049149,0,1,1,0,0,0
1515158049249,0,1,1,0,0,0
1515158049350,0,1,1,0,0,0
1515158049450,0,1,1,0,0,0
1515158049550,0,1,1,0,0,0
1515158049650,0,1,1,0,0,0
1515158049750,0,1,1,0,0,0
1515158049850,0,1,1,0,0,0
1515158049950,0,1,1,0,0,0
1515158050050,0,1,1,0,0,0
1515158050151,0,1,1,0,0,0
1515158050251,0,1,1,0,0,0
1515158050351,0,1,1,0,0,0
1515158050451,0,1,1,0,0,0
1515158050551,0,1,1,0,0,0
1515158050651,0,1,1,0,0,0
1515158050751,0,1,1,0,0,0
1515158050852,0,1,1,0,0,0
1515158050952,0,1,1,0,0,0
1515158051052,0,1,1,0,0,0
1515158051152,0,1,1,0,0,0
1515158051252,0,1,1,0,0,0
1515158051352,0,1,1,0,0,0
1515158051452,0,1,1,0,0,0
1515158051553,0,1,1,0,0,0
1515158051653,0,1,1,0,0,0
1515158051753,0,1,1,0,0,0
1515158051853,0,1,1,0,0,0
1515158051953,0,1,1,0,0,0
1515158052054,0,1,1,0,0,0
1515158052154,0,1,1,0,0,0
1515158052254,0,1,1,0,0,0
1515158052355,0,1,1,0,0,0
1515158052455,0,1,1,0,0,0
1515158052555,0,1,1,0,0,0
1515158052655,0,1,1,0,0,0
1515158052755,0,1,1,0,0,0
1515158052855,0,1,1,0,0,0
1515158052955,0,1,1,0,0,0
1515158053056,0,1,1,0,0,0
1515158053156,0,1,1,0,0,0
1515158053256,0,1,1,0,0,0
1515158053356,0,1,1,0,0,0
1515158053456,0,1,1,0,0,0
1515158053556,0,1,1,0,0,0
1515158053656,0,1,1,0,0,0
1515158053756,0,1,1,0,0,0
1515158053857,0,1,1,0,0,0
1515158053957,0,1,1,0,0,0
1515158054057,0,1,1,0,0,0
1515158054157,0,1,1,0,0,0
1515158054257,0,1,1,0,0,0
1515158054357,0,1,1,0,0,0
1515158054457,0,1,1,0,0,0
1515158054558,0,1,1,0,0,0
1515158054658,0,1,1,0,0,0
1515158054758,0,1,1,0,0,0
1515158054858,0,1,1,0,0,0
1515158054958,0,1,1,0,0,0
1515158055058,0,1,1,0,0,0
1515158055158,0,1,1,0,0,0
1515158055259,0,1,1,0,0,0
1515158055359,0,1,1,0,0,0
1515158055459,0,1,1,0,0,0
1515158055559,0,1,1,0,0,0
1515158055659,0,1,1,0,0,0
1515158055759,0,1,1,0,0,0
1515158055859,0,1,1,0,0,0
1515158055959,0,1,1,0,0,0
1515158056060,0,1,1,0,0,0
1515158056160,0,1,1,0,0,0
1515158056260,0,1,1,0,0,0
1515158056360,0,1,1,0,0,0
1515158056460,0,1,1,0,0,0
1515158056560,0,1,1,0,0,0
1515158056660,0,1,1,0,0,0
1515158056761,0,1,1,0,0,0
1515158056861,0,1,1,0,0,0
1515158056961,0,1,1,0,0,0
1515158057061,0,1,1,0,0,0
1515158057161,0,1,1,0,0,0
1515158057261,0,1,1,0,0,0
1515158057361,0,1,1,0,0,0
1515158057462,0,1,1,0,0,0
1515158057562,0,1,1,0,0,0
1515158057662,0,1,1,0,0,0
1515158057762,0,1,1,0,0,0
1515158057862,0,1,1,0,0,0
1515158057962,0,1,1,0,0,0
1515158058062,0,1,1,0,0,0
1515158058162,0,1,1,0,0,0
1515158058263,0,1,1,0,0,0
1515158058363,0,1,1,0,0,0
1515158058463,0,1,1,0,0,0
1515158058563,0,1,1,0,0,0
1515158058663,0,1,1,0,0,0
1515158058763,0,1,1,0,0,0
1515158058863,0,1,1,0,0,0
1515158058963,0,1,1,0,0,0
1515158059064,0,1,1,0,0,0
1515158059164,0,1,1,0,0,0
1515158059264,0,1,1,0,0,0
1515158059364,0,1,1,0,0,0
1515158059464,0,1,1,0,0,0
1515158059564,0,1,1,0,0,0
1515158059664,0,1,1,0,0,0
1515158059765,0,1,1,0,0,0
1515158059865,0,1,1,0,0,0
1515158059965,0,1,1,0,0,0
1515158060065,0,1,1,0,0,0
1515158060165,0,1,1,0,0,0
1515158060265,0,1,1,0,0,0
1515158060365,0,1,1,0,0,0
1515158060465,0,1,1,0,0,0
1515158060566,0,1,1,0,0,0
1515158060666,0,1,1,0,0,0
1515158060766,0,1,1,0,0,0
1515158060866,0,1,1,0,0,0
1515158060966,0,1,1,0,0,0
1515158061066,0,1,1,0,0,0
1515158061166,0,1,1,0,0,0
1515158061267,0,1,1,0,0,0
1515158061367,0,1,1,0,0,0
1515158061467,0,1,1,0,0,0
1515158061567,0,1,1,0,0,0
1515158061667,0,1,1,0,0,0
1515158061767,0,1,1,0,0,0
1515158061867,0,1,1,0,0,0
1515158061967,0,1,1,0,0,0
1515158062068,0,1,1,0,0,0
1515158062168,0,1,1,0,0,0
1515158062268,0,1,1,0,0,0
1515158062368,0,1,1,0,0,0
1515158062468,0,1,1,0,0,0
1515158062568,0,1,1,0,0,0
1515158062668,0,1,1,0,0,0
1515158062769,0,1,1,0,0,0
1515158062869,0,1,1,0,0,0
1515158062969,0,1,1,0,0,0
1515158063069,0,1,1,0,0,0
1515158063169,0,1,1,0,0,0
1515158063269,0,1,1,0,0,0
1515158063369,0,1,1,0,0,0
1515158063469,0,1,1,0,0,0
1515158063570,0,1,1,0,0,0
1515158063670,0,1,1,0,0,0
1515158063770,0,1,1,0,0,0
1515158063870,0,1,1,0,0,0
1515158063970,0,1,1,0,0,0
1515158064070,0,1,1,0,0,0
1515158064170,0,1,1,0,0,0
1515158064271,0,1,1,0,0,0
1515158064371,0,1,1,0,0,0
1515158064471,0,1,1,0,0,0
1515158064571,0,1,1,0,0,0
1515158064671,0,1,1,0,0,0
1515158064771,0,1,1,0,0,0
1515158064871,0,1,1,0,0,0
1515158064972,0,1,1,0,0,0
1515158065072,0,1,1,0,0,0
1515158065172,0,1,1,0,0,0
1515158065272,0,1,1,0,0,0
1515158065372,0,1,1,0,0,0
1515158065472,0,1,1,0,0,0
1515158065572,0,1,1,0,0,0
1515158065673,0,1,1,0,0,0
1515158065773,0,1,1,0,0,0
1515158065873,0,1,1,0,0,0
1515158065973,0,1,1,0,0,0
1515158066073,0,1,1,0,0,0
1515158066173,0,1,1,0,0,0
1515158066273,0,1,1,0,0,0
1515158066373,0,1,1,0,0,0
1515158066474,0,1,1,0,0,0
1515158066574,0,1,1,0,0,0
1515158066674,0,1,1,0,0,0
1515158066774,0,1,1,0,0,0
1515158066874,0,1,1,0,0,0
1515158066974,0,1,1,0,0,0
1515158067074,0,1,1,0,0,0
1515158067174,0,1,1,0,0,0
1515158067275,0,1,1,0,0,0
1515158067375,0,1,1,0,0,0
1515158067475,0,1,1,0,0,0
1515158067575,0,1,1,0,0,0
1515158067675,0,1,1,0,0,0
1515158067775,0,1,1,0,0,0
1515158067875,0,1,1,0,0,0
1515158067976,0,1,1,0,0,0
1515158068076,0,1,1,0,0,0
1515158068176,0,1,1,0,0,0
1515158068276,0,1,1,0,0,0
1515158068376,0,1,1,0,0,0
1515158068476,0,1,1,0,0,0
1515158068576,0,1,1,0,0,0
1515158068677,0,1,1,0,0,0
1515158068777,0,1,1,0,0,0
1515158068877,0,1,1,0,0,0
1515158068977,0,1,1,0,0,0
1515158069077,0,1,1,0,0,0
1515158069177,0,1,1,0,0,0
1515158069277,0,1,1,0,0,0
1515158069378,0,1,1,0,0,0
1515158069478,0,1,1,0,0,0
1515158069578,0,1,1,0,0,0
1515158069678,0,1,1,0,0,0
1515158069778,0,1,1,0,0,0
1515158069878,0,1,1,0,0,0
1515158069978,0,1,1,0,0,0
1515158070079,0,1,1,0,0,0
1515158070179,0,1,1,0,0,0
1515158070279,0,1,1,0,0,0
1515158070379,0,1,1,0,0,0
1515158070479,0,1,1,0,0,0
1515158070579,0,1,1,0,0,0
1515158070679,0,1,1,0,0,0
1515158070780,0,1,1,0,0,0
1515158070880,0,1,1,0,0,0
1515158070980,0,1,1,0,0,0
1515158071080,0,1,1,0,0,0
1515158071180,0,1,1,0,0,0
1515158071280,0,1,1,0,0,0
1515158071380,0,1,1,0,0,0
1515158071481,0,1,1,0,0,0
1515158071581,0,1,1,0,0,0
1515158071681,0,1,1,0,0,0
1515158071781,0,1,1,0,0,0
1515158071881,0,1,1,0,0,0
1515158071981,0,1,1,0,0,0
1515158072081,0,1,1,0,0,0
1515158072182,0,1,1,0,0,0
1515158072282,0,1,1,0,0,0
1515158072382,0,1,1,0,0,0
1515158072482,0,1,1,0,0,0
1515158072582,0,1,1,0,0,0
1515158072682,0,1,1,0,0,0
1515158072782,0,1,1,0,0,0
1515158072883,0,1,1,0,0,0
1515158072983,0,1,1,0,0,0
1515158073083,0,1,1,0,0,0
1515158073183,0,1,1,0,0,0
1515158073284,0,1,1,0,0,0
1515158073384,0,1,1,0,0,0
1515158073484,0,1,1,0,0,0
1515158073585,0,1,1,0,0,0
1515158073685,0,1,1,0,0,0
1515158073785,0,1,1,0,0,0
1515158073885,0,1,1,0,0,0
1515158073985,0,1,1,0,0,0
1515158074085,0,1,1,0,0,0
1515158074185,0,1,1,0,0,0
1515158074286,0,1,1,0,0,0
1515158074386,0,1,1,0,0,0
1515158074486,0,1,1,0,0,0
1515158074586,0,1,1,0,0,0
1515158074686,0,1,1,0,0,0
1515158074786,0,1,1,0,0,0
1515158074886,0,1,1,0,0,0
1515158074987,0,1,1,0,0,0
1515158075087,0,1,1,0,0,0
1515158075187,0,1,1,0,0,0
1515158075287,0,1,1,0,0,0
1515158075387,0,1,1,0,0,0
1515158075487,0,1,1,0,0,0
1515158075587,0,1,1,0,0,0
1515158075688,0,1,1,0,0,0
1515158075788,0,1,1,0,0,0
1515158075888,0,1,1,0,0,0
1515158075988,0,1,1,0,0,0
1515158076088,0,1,1,0,0,0
1515158076188,0,1,1,0,0,0
1515158076288,0,1,1,0,0,0
1515158076389,0,1,1,0,0,0
1515158076489,0,1,1,0,0,0
1515158076589,0,1,1,0,0,0
1515158076689,0,1,1,0,0,0
1515158076789,0,1,1,0,0,0
1515158076889,0,1,1,0,0,0
1515158076989,0,1,1,0,0,0
1515158077089,0,1,1,0,0,0
1515158077190,0,1,1,0,0,0
1515158077290,0,1,1,0,0,0
1515158077390,0,1,1,0,0,0
1515158077490,0,1,1,0,0,0
1515158077590,0,1,1,0,0,0
1515158077690,0,1,1,0,0,0
1515158077790,0,1,1,0,0,0
1515158077891,0,1,1,0,0,0
1515158077991,0,1,1,0,0,0
1515158078091,0,1,1,0,0,0
1515158078191,0,1,1,0,0,0
1515158078291,0,1,1,0,0,0
1515158078391,0,1,1,0,0,0
1515158078491,0,1,1,0,0,0
1515158078592,0,1,1,0,0,0
1515158078692,0,1,1,0,0,0
1515158078792,0,1,1,0,0,0
1515158078892,0,1,1,0,0,0
1515158078992,0,1,1,0,0,0
1515158079092,0,1,1,0,0,0
1515158079192,0,1,1,0,0,0
1515158079293,0,1,1,0,0,0
1515158079393,0,1,1,0,0,0
1515158079493,0,1,1,0,0,0
1515158079593,0,1,1,0,0,0
1515158079693,0,1,1,0,0,0
1515158079793,0,1,1,0,0,0
1515158079893,0,1,1,0,0,0
1515158079993,0,1,1,0,0,0
1515158080094,0,1,1,0,0,0
1515158080194,0,1,1,0,0,0
1515158080294,0,1,1,0,0,0
1515158080394,0,1,1,0,0,0
1515158080494,0,1,1,0,0,0
1515158080594,0,1,1,0,0,0
1515158080694,0,1,1,0,0,0
1515158080795,0,1,1,0,0,0
1515158080895,0,1,1,0,0,0
1515158080995,0,1,1,0,0,0
1515158081095,0,1,1,0,0,0
1515158081195,0,1,1,0,0,0
1515158081295,0,1,1,0,0,0
1515158081395,0,1,1,0,0,0
1515158081496,0,1,1,0,0,0
1515158081596,0,1,1,0,0,0
1515158081696,0,1,1,0,0,0
1515158081796,0,1,1,0,0,0
1515158081896,0,1,1,0,0,0
1515158081996,0,1,1,0,0,0
1515158082096,0,1,1,0,0,0
1515158082197,0,1,1,0,0,0
1515158082297,0,1,1,0,0,0
1515158082397,0,1,1,0,0,0
1515158082497,0,1,1,0,0,0
1515158082597,0,1,1,0,0,0
1515158082697,0,1,1,0,0,0
1515158082797,0,1,1,0,0,0
1515158082897,0,1,1,0,0,0
1515158082998,0,1,1,0,0,0
1515158083098,0,1,1,0,0,0
1515158083198,0,1,1,0,0,0
1515158083298,0,1,1,0,0,0
1515158083398,0,1,1,0,0,0
1515158083498,0,1,1,0,0,0
1515158083598,0,1,1,0,0,0
1515158083699,0,1,1,0,0,0
1515158083799,0,1,1,0,0,0
1515158083899,0,1,1,0,0,0
1515158083999,0,1,1,0,0,0
1515158084099,0,1,1,0,0,0
1515158084199,0,1,1,0,0,0
1515158084299,0,1,1,0,0,0
1515158084400,0,1,1,0,0,0
1515158084500,0,1,1,0,0,0
1515158084600,0,1,1,0,0,0
1515158084700,0,1,1,0,0,0
1515158084800,0,1,1,0,0,0
1515158084900,0,1,1,0,0,0
1515158085000,0,1,1,0,0,0
1515158085101,0,1,1,0,0,0
1515158085201,0,1,1,0,0,0
1515158085301,0,1,1,0,0,0
1515158085401,0,1,1,0,0,0
1515158085501,0,1,1,0,0,0
1515158085601,0,1,1,0,0,0
1515158085701,0,1,1,0,0,0
1515158085802,0,1,1,0,0,0
1515158085902,0,1,1,0,0,0
1515158086002,0,1,1,0,0,0
1515158086102,0,1,1,0,0,0
1515158086202,0,1,1,0,0,0
1515158086302,0,1,1,0,0,0
1515158086402,0,1,1,0,0,0
1515158086502,0,1,1,0,0,0
1515158086603,0,1,1,0,0,0
1515158086703,0,1,1,0,0,0
1515158086803,0,1,1,0,0,0
1515158086903,0,1,1,0,0,0
1515158087003,0,1,1,0,0,0
1515158087103,0,1,1,0,0,0
1515158087203,0,1,1,0,0,0
1515158087303,0,1,1,0,0,0
1515158087404,0,1,1,0,0,0
1515158087504,0,1,1,0,0,0
1515158087604,0,1,1,0,0,0
1515158087704,0,1,1,0,0,0
1515158087804,0,1,1,0,0,0
1515158087904,0,1,1,0,0,0
1515158088004,0,1,1,0,0,0
1515158088105,0,1,1,0,0,0
1515158088205,0,1,1,0,0,0
1515158088305,0,1,1,0,0,0
1515158088405,0,1,1,0,0,0
1515158088505,0,1,1,0,0,0
1515158088605,0,1,1,0,0,0
1515158088705,0,1,1,0,0,0
1515158088805,0,1,1,0,0,0
1515158088906,0,1,1,0,0,0
1515158089006,0,1,1,0,0,0
1515158089106,0,1,1,0,0,0
1515158089206,0,1,1,0,0,0
1515158089306,0,1,1,0,0,0
1515158089406,0,1,1,0,0,0
1515158089506,0,1,1,0,0,0
1515158089606,0,1,1,0,0,0
1515158089707,0,1,1,0,0,0
1515158089807,0,1,1,0,0,0
1515158089907,0,1,1,0,0,0
1515158090007,0,1,1,0,0,0
1515158090107,0,1,1,0,0,0
1515158090207,0,1,1,0,0,0
1515158090307,0,1,1,0,0,0
1515158090408,0,1,1,0,0,0
1515158090508,0,1,1,0,0,0
1515158090608,0,1,1,0,0,0
1515158090708,0,1,1,0,0,0
1515158090808,0,1,1,0,0,0
1515158090908,0,1,1,0,0,0
1515158091008,0,1,1,0,0,0
1515158091109,0,1,1,0,0,0
1515158091209,0,1,1,0,0,0
1515158091309,0,1,1,0,0,0
1515158091409,0,1,1,0,0,0
1515158091509,0,1,1,0,0,0
1515158091609,0,1,1,0,0,0
1515158091709,0,1,1,0,0,0
1515158091809,0,1,1,0,0,0
1515158091910,0,1,1,0,0,0
1515158092010,0,1,1,0,0,0
1515158092110,0,1,1,0,0,0
1515158092210,0,1,1,0,0,0
1515158092310,0,1,1,0,0,0
1515158092410,0,1,1,0,0,0
1515158092510,0,1,1,0,0,0
1515158092611,0,1,1,0,0,0
1515158092711,0,1,1,0,0,0
1515158092811,0,1,1,0,0,0
1515158092911,0,1,1,0,0,0
1515158093011,0,1,1,0,0,0
1515158093111,0,1,1,0,0,0
1515158093211,0,1,1,0,0,0
1515158093311,0,1,1,0,0,0
1515158093412,0,1,1,0,0,0
