Timestamp,Auger.O_xOn,Aspirator.O_xOn,WeightSensor.I_uiValue,FunnelBlocked.I_xSignal
1515157944334,0,0,18678,0
1515157944434,0,0,18678,0
1515157944534,0,0,18676,0
1515157944634,0,0,18676,0
1515157944734,0,0,18676,0
1515157944834,0,0,18678,0
1515157944934,0,0,18676,0
1515157945035,0,0,18679,0
1515157945135,0,0,18679,0
1515157945235,0,0,18676,0
1515157945335,0,0,18678,0
1515157945435,0,0,18678,0
1515157945535,0,0,18678,0
1515157945635,0,0,18678,0
1515157945735,0,0,18676,0
1515157945836,0,0,18678,0
1515157945936,0,0,18676,0
1515157946036,0,0,18678,0
1515157946136,0,0,18678,0
1515157946236,0,0,18676,0
1515157946336,0,0,18678,0
1515157946436,0,0,18678,0
1515157946536,0,0,18678,0
1515157946637,0,0,18678,0
1515157946737,0,0,18679,0
1515157946837,0,0,18678,0
1515157946937,0,0,18679,0
1515157947037,0,0,18678,0
1515157947137,0,0,18676,0
1515157947237,0,0,18676,0
1515157947337,0,0,18678,0
1515157947438,0,0,18678,0
1515157947539,0,0,18678,0
1515157947639,0,0,18678,0
1515157947739,0,0,18676,0
1515157947839,0,0,18676,0
1515157947939,0,0,18676,0
1515157948040,0,0,18678,0
1515157948141,0,0,18678,0
1515157948241,0,0,18678,0
1515157948341,0,0,18678,0
1515157948441,0,0,18678,0
1515157948541,0,0,18678,0
1515157948641,0,0,18678,0
1515157948741,0,0,18680,0
1515157948841,0,0,18676,0
1515157948942,0,0,18675,0
1515157949042,0,0,18679,0
1515157949142,0,0,18676,0
1515157949242,0,0,18679,0
1515157949342,0,0,18678,0
1515157949442,0,0,18679,0
1515157949542,0,0,18676,0
1515157949643,0,0,18678,0
1515157949743,0,0,18679,0
1515157949843,0,0,18676,0
1515157949943,0,0,18676,0
1515157950043,0,0,18678,0
1515157950143,0,0,18678,0
1515157950243,0,0,18678,0
1515157950343,0,0,18678,0
1515157950444,0,0,18678,0
1515157950544,0,0,18678,0
1515157950644,0,0,18678,0
1515157950744,0,0,18678,0
1515157950844,0,0,18678,0
1515157950944,0,0,18679,0
1515157951044,0,0,18679,0
1515157951145,0,0,18678,0
1515157951245,0,0,18678,0
1515157951345,0,0,18678,0
1515157951445,0,0,18678,0
1515157951545,0,0,18678,0
1515157951645,0,0,18676,0
1515157951745,0,0,18678,0
1515157951846,0,0,18679,0
1515157951946,0,0,18678,0
1515157952046,0,0,18676,0
1515157952146,0,0,18676,0
1515157952246,0,0,18678,0
1515157952346,0,0,18679,0
1515157952446,0,0,18678,0
1515157952546,0,0,18678,0
1515157952647,0,0,18678,0
1515157952747,0,0,18678,0
1515157952847,0,0,18678,0
1515157952947,0,0,18679,0
1515157953047,0,0,18678,0
1515157953147,0,0,18678,0
1515157953247,0,0,18679,0
1515157953348,0,0,18678,0
1515157953448,0,0,18678,0
1515157953548,0,0,18678,0
1515157953648,0,0,18678,0
1515157953748,0,0,18678,0
1515157953848,0,0,18676,0
1515157953948,0,0,18678,0
1515157954049,0,0,18678,0
1515157954149,0,0,18678,0
1515157954249,0,0,18676,0
1515157954349,0,0,18678,0
1515157954449,0,0,18675,0
1515157954549,0,0,18676,0
1515157954649,0,0,18678,0
1515157954750,0,0,18678,0
1515157954850,0,0,18678,0
1515157954950,0,0,18679,0
1515157955050,0,0,18678,0
1515157955150,0,0,18678,0
1515157955250,0,0,18678,0
1515157955350,0,0,18678,0
1515157955451,0,0,18678,0
1515157955551,0,0,18678,0
1515157955651,0,0,18678,0
1515157955751,0,0,18678,0
1515157955851,0,0,18678,0
1515157955951,0,0,18678,0
1515157956051,0,0,18678,0
1515157956151,0,0,18678,0
1515157956252,0,0,18678,0
1515157956352,0,0,18678,0
1515157956452,0,0,18678,0
1515157956552,0,0,18679,0
1515157956652,0,0,18678,0
1515157956752,0,0,18679,0
1515157956852,0,0,18679,0
1515157956953,0,0,18678,0
1515157957053,0,0,18678,0
1515157957153,0,0,18679,0
1515157957253,0,0,18679,0
1515157957353,0,0,18679,0
1515157957453,0,0,18679,0
1515157957553,0,0,18678,0
1515157957653,0,0,18678,0
1515157957754,0,0,18678,0
1515157957854,0,0,18678,0
1515157957954,0,0,18676,0
1515157958054,0,0,18678,0
1515157958154,0,0,18678,0
1515157958254,0,0,18678,0
1515157958354,0,0,18676,0
1515157958455,0,0,18676,0
1515157958555,0,0,18678,0
1515157958655,0,0,18679,0
1515157958755,0,0,18678,0
1515157958856,0,0,18679,0
1515157958956,0,0,18679,0
1515157959056,0,0,18678,0
1515157959156,0,0,18678,0
1515157959257,0,0,18679,0
1515157959357,0,0,18678,0
1515157959457,0,0,18678,0
1515157959557,0,0,18679,0
1515157959657,0,0,18678,0
1515157959757,0,0,18678,0
1515157959857,0,0,18679,0
1515157959957,0,0,18678,0
1515157960058,0,0,18678,0
1515157960158,0,0,18678,0
1515157960258,0,0,18678,0
1515157960358,0,0,18678,0
1515157960459,0,0,18678,0
1515157960559,0,0,18679,0
1515157960659,0,0,18678,0
1515157960760,0,0,18676,0
1515157960860,0,0,18678,0
1515157960960,0,0,18678,0
1515157961060,0,0,18678,0
1515157961160,0,0,18675,0
1515157961260,0,0,18678,0
1515157961360,0,0,18679,0
1515157961460,0,0,18676,0
1515157961561,0,0,18678,0
1515157961661,0,0,18679,0
1515157961761,0,0,18676,0
1515157961861,0,0,18676,0
1515157961961,0,0,18678,0
1515157962061,0,0,18678,0
1515157962161,0,0,18678,0
1515157962261,0,0,18678,0
1515157962362,0,0,18678,0
1515157962462,0,0,18678,0
1515157962562,0,0,18679,0
1515157962662,0,0,18678,0
1515157962764,0,0,18679,0
1515157962864,0,0,18679,0
1515157962964,0,0,18678,0
1515157963064,0,0,18676,0
1515157963165,0,0,18679,0
1515157963265,0,0,18678,0
1515157963365,0,0,18678,0
1515157963465,0,0,18678,0
1515157963565,0,0,18676,0
1515157963665,0,0,18679,0
1515157963765,0,0,18676,0
1515157963865,0,0,18678,0
1515157963966,0,0,18678,0
1515157964066,0,0,18679,0
1515157964166,0,0,18678,0
1515157964266,0,0,18678,0
1515157964366,0,0,18676,0
